iter	Logloss
667	0.1664681391
668	0.1664251904
669	0.1663669729
670	0.1662611544
671	0.1661888431
672	0.1661684999
673	0.1661064064
674	0.1660714601
675	0.1660164666
676	0.1659442972
677	0.1659166082
678	0.1658140501
679	0.1657210987
680	0.1656531424
681	0.1656044904
682	0.1655324646
683	0.1654797343
684	0.1654283863
685	0.1653674049
686	0.1652701513
687	0.1652126802
688	0.1651342819
689	0.1650961563
690	0.1650689683
691	0.1650145572
692	0.1649897182
693	0.1648945082
694	0.1648374282
695	0.1647697252
696	0.1647150046
697	0.1646624934
698	0.1645614114
699	0.1645139025
700	0.1644512514
701	0.1644072928
702	0.1643415771
703	0.1643002414
704	0.1642385932
705	0.1642035398
706	0.1641471761
707	0.1640670993
708	0.1639922987
709	0.1639505844
710	0.1638995084
711	0.1638358967
712	0.1637387367
713	0.1636568947
714	0.1635616872
715	0.1634711005
716	0.1634282152
717	0.1633718041
718	0.1632712333
719	0.1632024184
720	0.1631460161
721	0.1631172548
722	0.1630721639
723	0.163025133
724	0.1629494181
725	0.1628670316
726	0.1628134575
727	0.1627175822
728	0.1626860367
729	0.1626277032
730	0.162536368
731	0.1624971523
732	0.1624383091
733	0.1623700595
734	0.1622843858
735	0.1622109161
736	0.1621479229
737	0.1621012181
738	0.162037344
739	0.1619951153
740	0.1619512837
741	0.1618678563
742	0.1618016636
743	0.1617631124
744	0.1617234781
745	0.1616697342
746	0.1616203881
747	0.16158117
748	0.1615301101
749	0.1614481266
750	0.1614016344
751	0.1613494995
752	0.161320336
753	0.161274528
754	0.1612439618
755	0.1611917803
756	0.161133057
757	0.1610675079
758	0.1609899063
759	0.16095728
760	0.1609228112
761	0.1608423086
762	0.1607551269
763	0.1606687269
764	0.1605961266
765	0.1605428403
766	0.160509138
767	0.1604802753
768	0.1604142952
769	0.1603379614
770	0.1602926126
771	0.1602302027
772	0.1601793005
773	0.1601472317
774	0.1600831276
775	0.1600093235
776	0.1599174011
777	0.1598023627
778	0.1597590226
779	0.1597015015
780	0.1596461703
781	0.1595798726
782	0.1595030263
783	0.1594404234
784	0.1593750297
785	0.1592990622
786	0.1592528689
787	0.1592185123
788	0.159161625
789	0.1591212422
790	0.1590498056
791	0.1589741539
792	0.1589178118
793	0.1588606775
794	0.158824043
795	0.1587938574
796	0.1587643494
797	0.1587161213
798	0.1586605549
799	0.1585942537
800	0.1585492768
801	0.1584972013
802	0.1584241202
803	0.1583461201
804	0.1583002619
805	0.1582497218
806	0.1582002504
807	0.1581504436
808	0.1581054355
809	0.1580595683
810	0.1579993399
811	0.1579464388
812	0.1578879869
813	0.1578034177
814	0.1577508551
815	0.1577181176
816	0.1577014454
817	0.1576258282
818	0.1575761055
819	0.1575186716
820	0.1574327612
821	0.1573858758
822	0.1573386368
823	0.1573002084
824	0.1572703896
825	0.1572279672
826	0.1571987783
827	0.157132079
828	0.157096771
829	0.1570350152
830	0.1570114794
831	0.1569522641
832	0.1569069887
833	0.1568591806
834	0.1568168487
835	0.15675246
836	0.1566840176
837	0.1566319576
838	0.1565986395
839	0.1565528887
840	0.1565252747
841	0.1564616599
842	0.1564189901
843	0.156390672
844	0.1563707294
845	0.1563521494
846	0.1563031134
847	0.1562375732
848	0.1561919544
849	0.1561389413
850	0.156112344
851	0.1560734118
852	0.1560034408
853	0.1559386731
854	0.1558989942
855	0.1558442003
856	0.1558157809
857	0.1557490674
858	0.155689804
859	0.1556286966
860	0.1556049744
861	0.1555795699
862	0.1555226368
863	0.1554578532
864	0.1554071604
865	0.1553772949
866	0.1552835684
867	0.1552179965
868	0.1551791182
869	0.1551113649
870	0.1550974154
871	0.155043385
872	0.1549829203
873	0.154907028
874	0.1548748663
875	0.1548414623
876	0.1548210213
877	0.1548043559
878	0.1547484369
879	0.1546978623
880	0.1546322754
881	0.1545738542
882	0.1545111359
883	0.1544437022
884	0.154395445
885	0.1543535627
886	0.1543112476
887	0.1542365772
888	0.154189342
889	0.1541580652
890	0.1541225891
891	0.1540855643
892	0.1540377907
893	0.1539936435
894	0.1539381618
895	0.1539000637
896	0.1538819565
897	0.1538192125
898	0.1537659086
899	0.1537223237
900	0.1536528099
901	0.1535746253
902	0.1535434474
903	0.1535146627
904	0.153454532
905	0.1534226458
906	0.1533758217
907	0.1533357254
908	0.1532615973
909	0.1531917064
910	0.1531409131
911	0.153092776
912	0.1530460692
913	0.1529993051
914	0.1529393815
915	0.1528838257
916	0.1528048043
917	0.1527777543
918	0.1527289533
919	0.152677805
920	0.1526156411
921	0.1525624606
922	0.1525330311
923	0.1524517717
924	0.1523668599
925	0.1523160427
926	0.1522650504
927	0.1522412781
928	0.1522193012
929	0.1521850295
930	0.1521286575
931	0.1520950219
932	0.1520578028
933	0.1520164047
934	0.1519414918
935	0.1519089735
936	0.1518685519
937	0.1518033579
938	0.1517389667
939	0.1517016489
940	0.1516484978
941	0.1515789925
942	0.1515543647
943	0.1514895309
944	0.151425674
945	0.1513857993
946	0.1513384258
947	0.1513003652
948	0.1512266639
949	0.1511664423
950	0.1511379349
951	0.1510699329
952	0.1510308967
953	0.1509968937
954	0.150950595
955	0.1509149733
956	0.1508556974
957	0.1508061517
958	0.1507711555
959	0.1507433832
960	0.1506463582
961	0.1506208035
962	0.1505799105
963	0.1505270674
964	0.1504751435
965	0.150427708
966	0.150372934
967	0.1503136092
968	0.1502780432
969	0.1502224429
970	0.1501538841
971	0.1501170518
972	0.150066329
973	0.1499899886
974	0.1499310032
975	0.149887996
976	0.1498437021
977	0.1497915161
978	0.1497421586
979	0.1496616895
980	0.1496053784
981	0.1495328058
982	0.1494820703
983	0.1494093955
984	0.1493624611
985	0.1492987728
986	0.1492603022
987	0.149234618
988	0.149195174
989	0.149148062
990	0.1490962985
991	0.1490573891
992	0.1489903972
993	0.1489414224
994	0.1488578938
995	0.1488154502
996	0.148769645
997	0.1487046052
998	0.1486157097
999	0.1485617967
