material_code,company_code,country,region,manager_code,month,vol_tm6,vol_tm5,vol_tm4,vol_tm3,vol_tm2,vol_tm1,last_year_avg,last_year_min,last_year_max,target
21.681190223166844,21.681190223166844,35.561922668192594,109.30499468650372,109.30499468650372,1,0.0,3.0,0.0,1.0,0.0,0.0,12.166666666666666,0.0,41.0,1.0
20.741136122113804,20.741136122113804,33.09321390617884,109.30499468650372,109.30499468650372,1,20.0,20.0,20.0,20.0,20.0,20.0,16.666666666666668,0.0,20.0,20.0
20.708912812456685,20.708912812456685,32.22033297910025,64.65249734325187,109.30499468650372,1,1.0,1.0,4.0,1.0,2.0,1.0,1.75,1.0,4.0,2.0
19.929374778604323,19.929374778604323,30.331562167906483,109.30499468650372,26.660998937300747,1,0.0,0.0,0.0,1.0,5.0,8.0,1.8333333333333333,0.0,8.0,1.0
19.172199787460148,19.172199787460148,28.60617615802963,109.30499468650372,109.30499468650372,1,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0
18.43480748794245,18.43480748794245,27.016944149250207,109.30499468650372,22.384165781083954,1,9.0,5.0,5.0,3.0,4.0,13.0,7.833333333333333,3.0,19.0,9.0
18.085370173574212,18.085370173574212,26.068683930868616,109.30499468650372,20.472142098071963,1,10.0,11.0,10.0,11.0,11.0,16.0,12.0,5.0,20.0,21.0
18.189464095946562,18.189464095946562,109.30499468650372,109.30499468650372,29.860998937300746,1,600.0,300.0,0.0,200.0,200.0,300.0,200.0,0.0,600.0,100.0
21.0105170581553,21.0105170581553,109.30499468650372,109.30499468650372,109.30499468650372,1,180.0,140.0,120.0,180.0,80.0,160.0,143.33333333333334,80.0,240.0,124.0
24.443499822883457,24.443499822883457,116.65249734325187,116.65249734325187,109.30499468650372,1,104.0,66.0,120.0,21.0,0.0,60.0,92.91666666666667,0.0,242.0,369.0
35.55822563504851,109.30499468650372,25.815249734325185,109.30499468650372,109.30499468650372,1,100.0,100.0,320.0,340.0,140.0,240.0,141.66666666666666,60.0,340.0,190.0
40.38453108395324,149.65249734325187,33.6335711755478,109.30499468650372,149.65249734325187,1,0.0,0.0,0.0,0.0,80.0,40.0,10.0,0.0,80.0,80.0
41.58499983898496,109.30499468650372,35.74113612211381,43.76833156216791,55.65249734325186,1,6.0,9.0,5.0,12.0,18.0,16.0,10.083333333333334,4.0,18.0,13.0
40.74426454960305,109.30499468650372,34.75239107332625,70.10166489550124,109.30499468650372,1,0.0,0.0,0.0,100.0,60.0,240.0,63.333333333333336,0.0,240.0,0.0
39.580142705328676,109.30499468650372,33.30437477860432,33.57624867162593,154.65249734325187,1,115.0,140.0,140.0,160.0,160.0,160.0,132.91666666666666,80.0,160.0,140.0
42.36958318573622,109.30499468650372,37.57219978746015,52.57624867162593,63.101664895501244,1,80.0,40.0,60.0,220.0,60.0,40.0,56.666666666666664,0.0,220.0,40.0
42.305540396932535,109.30499468650372,37.665576718711684,54.86099893730075,42.43499822883457,1,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,40.0,0.0
41.19223670227641,109.30499468650372,36.270555358759395,109.30499468650372,41.43499822883457,1,40.0,40.0,80.0,100.0,60.0,70.0,44.583333333333336,0.0,100.0,40.0
41.161666530423176,109.30499468650372,36.40374981023228,36.07624867162593,54.65249734325186,1,0.0,0.0,40.0,20.0,20.0,0.0,6.666666666666667,0.0,40.0,19.0
40.60762486716259,64.15249734325187,35.803620506431166,94.65249734325187,42.76833156216791,1,0.0,0.0,0.0,0.0,10.0,10.0,1.6666666666666667,0.0,10.0,20.0
40.10499987040253,109.30499468650372,35.27683315621679,55.15249734325186,55.15249734325186,1,0.0,0.0,80.0,120.0,100.0,79.0,31.583333333333332,0.0,120.0,60.0
40.57869034967866,109.30499468650372,36.07435466730657,50.060998937300745,57.32624867162593,1,100.0,120.0,100.0,100.0,100.0,80.0,82.91666666666667,20.0,120.0,80.0
41.49546499270939,109.30499468650372,37.44703108395324,109.30499468650372,149.7683315621679,1,75.0,70.0,55.0,60.0,110.0,40.0,62.083333333333336,10.0,110.0,70.0
42.143295333784174,109.30499468650372,38.43348468746981,109.30499468650372,109.30499468650372,1,100.0,80.0,180.0,159.0,80.0,200.0,124.83333333333333,80.0,200.0,140.0
44.317888770811194,109.30499468650372,41.42073513783834,55.05083244775062,129.82624867162593,1,760.0,760.0,600.0,640.0,680.0,1000.0,616.6666666666666,120.0,1000.0,560.0
55.528369449706595,109.30499468650372,56.237285562471534,109.30499468650372,126.43499822883457,1,30.0,40.0,45.0,45.0,35.0,20.0,33.333333333333336,20.0,45.0,20.0
54.772446695457525,109.30499468650372,44.460998937300744,44.460998937300744,54.65249734325186,1,145.0,1026.0,500.0,400.0,250.0,0.0,395.5,0.0,1026.0,400.0
61.964687389302156,109.30499468650372,55.230694296847325,109.30499468650372,215.86099893730074,1,40.0,40.0,40.0,80.0,120.0,80.0,65.0,40.0,120.0,80.0
62.332754993602116,109.30499468650372,55.900134991527125,45.717499114417286,37.07624867162593,1,0.0,0.0,0.0,0.0,0.0,20.0,1.6666666666666667,0.0,20.0,0.0
61.08609989373007,109.30499468650372,54.42907880753957,56.76833156216791,56.76833156216791,1,0.0,0.0,60.0,60.0,60.0,40.0,25.0,0.0,60.0,60.0
61.06480381738242,109.30499468650372,54.57192294067958,57.57624867162593,109.30499468650372,1,40.0,20.0,20.0,20.0,20.0,20.0,31.666666666666668,20.0,40.0,20.0
60.27509605166353,109.30499468650372,53.707624867162586,50.060998937300745,64.65249734325187,1,140.0,220.0,200.0,220.0,200.0,120.0,137.5,55.0,220.0,120.0
61.401981031820824,109.30499468650372,55.32451206552447,58.65249734325186,31.82624867162593,1,20.0,20.0,20.0,20.0,0.0,20.0,21.666666666666668,0.0,30.0,40.0
61.005648049750064,109.30499468650372,54.95964273063104,109.30499468650372,41.07624867162593,1,40.0,20.0,20.0,20.0,40.0,20.0,16.666666666666668,0.0,40.0,21.0
60.2782726306637,65.15249734325187,54.169883597360545,124.65249734325187,29.660998937300747,1,0.0,0.0,0.0,0.0,20.0,0.0,1.6666666666666667,0.0,20.0,0.0
59.201874905116135,43.43499822883458,52.93874987923871,39.18642781235768,37.060998937300745,1,100.0,40.0,20.0,100.0,60.0,20.0,40.5,0.0,100.0,100.0
59.91763148572813,57.57624867162593,53.98455543747786,109.30499468650372,47.55083244775062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
58.93629301183627,46.66099893730075,52.87619553666312,61.717499114417286,41.18642781235768,1,0.0,20.0,40.0,20.0,0.0,20.0,15.0,0.0,40.0,0.0
57.93737279129667,38.88416578108396,51.75117009971284,94.65249734325187,24.71749911441729,1,0.0,0.0,0.0,40.0,20.0,0.0,11.666666666666666,0.0,60.0,0.0
56.97174991144173,109.30499468650372,50.67302072263549,32.66099893730075,36.03812433581297,1,89.0,90.0,130.0,100.0,40.0,3.0,65.16666666666667,0.0,130.0,51.0
56.87385237190989,109.30499468650372,50.67969376911232,52.90071352664339,57.57624867162593,1,40.0,40.0,40.0,60.0,41.0,70.0,40.916666666666664,20.0,70.0,20.0
56.27911281752425,109.30499468650372,50.06609989373007,69.76833156216792,50.060998937300745,1,0.0,0.0,0.0,60.0,55.0,37.0,21.166666666666668,0.0,82.0,18.0
55.67150785216672,109.30499468650372,49.437352836990264,127.18642781235768,61.86099893730075,1,160.0,130.0,160.0,140.0,140.0,140.0,149.16666666666666,130.0,160.0,120.0
56.67664054197662,109.30499468650372,50.7943268208943,126.28812433581297,71.55083244775062,1,300.0,280.0,300.0,239.0,260.0,300.0,282.8333333333333,120.0,340.0,260.0
59.804692225946205,109.30499468650372,54.74160367333025,54.65249734325186,54.65249734325186,1,120.0,120.0,120.0,120.0,85.0,100.0,83.75,20.0,120.0,120.0
60.7167423437349,114.65249734325187,55.95009249419451,35.717499114417286,37.70055496516708,1,180.0,60.0,120.0,140.0,159.0,120.0,121.58333333333333,60.0,180.0,120.0
61.601567084873196,109.30499468650372,57.114636267027336,47.75785638378625,54.65249734325186,1,210.0,170.0,160.0,200.0,300.0,260.0,131.25,0.0,300.0,181.0
63.35742639244859,109.30499468650372,59.326874905116135,109.30499468650372,193.21749911441728,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.43920282154354,109.30499468650372,58.28605253835971,103.10166489550124,165.6149992409291,1,100.0,100.0,80.0,340.0,180.0,0.0,91.66666666666667,0.0,340.0,80.0
62.69007135266434,109.30499468650372,58.66043094287075,141.14499940961153,154.91312433581297,1,0.0,0.0,0.0,101.0,120.0,81.0,26.833333333333332,0.0,120.0,80.0
62.933873164598644,94.65249734325187,59.022118554008536,109.30499468650372,21.186427812357675,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.05979159286811,63.101664895501244,58.03841657810839,149.65249734325187,18.538124335812967,1,0.0,0.0,0.0,100.0,0.0,0.0,8.333333333333334,0.0,100.0,0.0
61.20965746145896,47.32624867162593,57.086967126008254,63.101664895501244,16.478332742944858,1,0.0,20.0,80.0,80.0,80.0,184.0,37.0,0.0,184.0,120.0
62.00412154981762,109.30499468650372,58.10169346268554,48.78812433581297,44.717499114417286,1,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,1.0,3.0
61.21739992915339,109.30499468650372,57.22706340772228,109.30499468650372,146.58944385405596,1,0.0,0.0,0.0,220.0,120.0,240.0,51.666666666666664,0.0,240.0,0.0
60.41190782482242,109.30499468650372,56.33289054197662,54.65249734325186,109.30499468650372,1,0.0,0.0,0.0,0.0,80.0,120.0,95.0,0.0,200.0,0.0
59.62733759333122,109.30499468650372,55.46623068748467,76.43499822883457,83.10166489550124,1,120.0,160.0,80.0,80.0,120.0,140.0,105.0,0.0,200.0,80.0
59.888525572903895,109.30499468650372,55.837954464947025,77.32624867162593,109.30499468650372,1,0.0,0.0,0.0,70.0,200.0,37.0,32.25,0.0,200.0,0.0
59.13044297071524,109.30499468650372,55.00455215950005,65.15249734325187,38.75785638378625,1,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,80.0,0.0
58.3913124335813,109.30499468650372,54.195661686566226,109.30499468650372,26.830499468650373,1,0.0,0.0,0.0,40.0,100.0,60.0,16.666666666666668,0.0,100.0,40.0
58.16425919366054,74.65249734325187,53.98992745922469,135.03049946865036,28.02772678968216,1,40.0,278.0,212.0,360.0,160.0,200.0,130.83333333333334,0.0,360.0,120.0
58.918353593737855,89.76833156216792,54.93292849552148,97.32624867162593,35.692082890541975,1,40.0,40.0,121.0,125.0,80.0,85.0,55.916666666666664,0.0,125.0,80.0
59.172349333572335,87.32624867162593,55.28598584065498,54.65249734325186,39.100384206654134,1,0.0,0.0,0.0,0.0,40.0,40.0,6.666666666666667,0.0,40.0,0.0
58.467916603410764,69.86099893730075,54.51812492620144,74.65249734325187,36.307499620464554,1,0.0,80.0,60.0,80.0,60.0,80.0,30.0,0.0,80.0,60.0
58.48594111395887,68.2174991144173,54.593219105294565,65.15249734325187,37.88699964576691,1,0.0,10.0,20.0,20.0,20.0,20.0,10.833333333333334,0.0,20.0,20.0
58.0384301707733,109.30499468650372,54.12574317143924,109.30499468650372,98.47214209807196,1,20.0,0.0,0.0,80.0,80.0,100.0,25.0,0.0,100.0,60.0
109.30499468650372,35.55822563504851,109.30499468650372,109.30499468650372,109.30499468650372,1,238.0,0.0,0.0,0.0,0.0,0.0,123.75,0.0,744.0,0.0
54.65249734325186,34.44703108395324,103.7174991144173,103.7174991144173,99.65249734325187,1,0.0,90.0,145.0,300.0,543.0,1425.0,299.0,0.0,1425.0,475.0
194.7683315621679,47.797121051106174,156.75785638378625,156.75785638378625,66.15249734325187,1,0.0,138.0,200.0,330.0,0.0,975.0,199.41666666666666,0.0,975.0,598.0
295.57624867162593,63.9795586672501,211.91312433581297,211.91312433581297,169.7683315621679,1,150.0,193.0,150.0,403.0,550.0,250.0,221.75,0.0,550.0,275.0
291.46099893730076,70.0087141339001,218.9227771873893,218.9227771873893,54.65249734325186,1,0.0,0.0,0.0,0.0,95.0,225.0,37.083333333333336,0.0,225.0,0.0
242.88416578108396,68.06402763018065,109.30499468650372,109.30499468650372,116.65249734325187,1,0.0,0.0,0.0,0.0,92.0,118.0,98.0,0.0,274.0,144.0
228.75785638378625,70.11635120774334,109.30499468650372,109.30499468650372,109.30499468650372,1,0.0,0.0,0.0,0.0,48.0,0.0,6.0,0.0,48.0,24.0
203.16312433581297,68.90276301806588,54.204066595820045,83.10166489550124,124.65249734325187,1,1.0,1.0,1.0,1.0,0.0,0.0,0.8333333333333334,0.0,3.0,0.0
180.58944385405596,67.13602550478214,53.49085519324347,57.15249734325186,20.538124335812967,1,48.0,48.0,24.0,48.0,24.0,24.0,34.833333333333336,24.0,48.0,24.0
164.93049946865037,66.05762486716259,53.107857073850695,43.70055496516708,109.30499468650372,1,120.0,40.0,60.0,40.0,20.0,60.0,71.66666666666667,20.0,160.0,40.0
153.5731813351367,65.42207304113423,52.939807624185946,43.33049946865037,33.91312433581297,1,10.0,13.0,9.0,30.0,0.0,0.0,11.166666666666666,0.0,30.0,10.0
141.60874955720865,64.10249987348818,52.39626575552537,64.41312433581297,76.43499822883457,1,0.0,0.0,0.0,20.0,20.0,0.0,7.083333333333333,0.0,22.0,20.0
132.2542303605003,63.07686034154659,109.30499468650372,109.30499468650372,109.30499468650372,1,108.0,54.0,0.0,0.0,0.0,0.0,121.66666666666667,0.0,717.0,0.0
122.80749962046455,61.643295333784174,104.65249734325187,104.65249734325187,41.55083244775062,1,0.0,0.0,100.0,150.0,250.0,0.0,100.0,0.0,250.0,100.0
121.28699964576691,62.495666548588964,200.7683315621679,200.7683315621679,125.76833156216792,1,100.0,80.0,60.0,220.0,100.0,120.0,116.66666666666667,20.0,300.0,100.0
119.95656216790648,63.310978145358774,175.57624867162593,175.57624867162593,239.15249734325187,1,80.0,180.0,340.0,100.0,220.0,180.0,226.66666666666666,0.0,640.0,382.0
135.37088204038255,70.09159563162774,109.30499468650372,109.30499468650372,119.32624867162593,1,0.0,24.0,24.0,0.0,63.0,0.0,9.25,0.0,63.0,0.0
127.85027748258352,126.43499822883457,51.9913124335813,99.76833156216792,99.82624867162593,1,0.0,0.0,0.0,40.0,200.0,40.0,276.6666666666667,0.0,840.0,0.0
121.12131550981597,61.15249734325186,51.349444378845725,59.47833274294486,45.930499468650375,1,0.0,0.0,0.0,3.0,0.0,1.0,0.3333333333333333,0.0,3.0,1.0
115.11524973432518,109.30499468650372,50.73542676446956,69.76833156216792,41.845908607863976,1,40.0,40.0,60.0,40.0,40.0,20.0,45.0,20.0,80.0,20.0
110.58595212792873,54.65249734325186,50.36512041790969,133.6640904260458,96.76833156216792,1,20.0,40.0,20.0,40.0,20.0,40.0,24.166666666666668,0.0,40.0,0.0
105.55931794029561,109.30499468650372,109.30499468650372,109.30499468650372,95.46099893730074,1,120.0,75.0,0.0,0.0,0.0,50.0,321.0,0.0,1500.0,150.0
107.49152150810885,54.65249734325186,49.76553565102981,46.78812433581297,33.460998937300744,1,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,70.0,0.0
103.01270811193764,49.43499822883458,49.18005876101769,93.86099893730075,36.76906216790648,1,0.0,0.0,60.0,140.0,160.0,100.0,68.33333333333333,0.0,160.0,100.0
102.89219978746014,109.30499468650372,49.770988310308184,40.30045406240943,31.256110520722636,1,0.0,0.0,1.0,0.0,0.0,0.0,48.75,0.0,180.0,0.0
98.93480748794244,89.65249734325187,49.19890798490234,89.65249734325187,131.93049946865037,1,0.0,0.0,0.0,0.0,0.0,0.0,105.83333333333333,0.0,420.0,0.0
95.2705553587594,109.30499468650372,48.63982948507391,41.58944385405597,27.884165781083954,1,100.0,80.0,80.0,80.0,100.0,120.0,58.333333333333336,0.0,120.0,100.0
95.43946409594655,94.65249734325187,49.21691005265735,61.86099893730075,119.93681769877307,1,380.0,340.0,360.0,280.0,380.0,360.0,398.3333333333333,280.0,480.0,320.0
103.18293085125875,109.30499468650372,74.65249734325187,109.30499468650372,49.90071352664339,1,700.0,0.0,300.0,250.0,200.0,0.0,254.08333333333334,0.0,700.0,0.0
99.74349982288345,114.65249734325187,52.22561105207227,36.942082890541975,79.86099893730075,1,80.0,20.0,0.0,0.0,0.0,0.0,182.08333333333334,0.0,500.0,0.0
96.52596757053237,33.32928495521482,51.65170323831323,109.30499468650372,62.32624867162593,1,220.0,180.0,0.0,0.0,0.0,0.0,135.0,0.0,240.0,0.0
93.50953108395323,29.163124335812967,51.09027168137504,47.430499468650375,40.488529099206104,1,60.0,0.0,0.0,0.0,20.0,20.0,31.666666666666668,0.0,80.0,0.0
90.67590892989405,25.922777187389304,50.54091392136026,56.15249734325186,40.02541622387531,1,0.0,0.0,0.0,0.0,0.0,20.0,6.666666666666667,0.0,20.0,0.0
88.00897043195599,23.330499468650373,50.00324462432451,34.100384206654134,36.94653805280798,1,0.0,20.0,0.0,0.0,20.0,0.0,5.0,0.0,20.0,0.0
85.49442841961438,21.20954497150034,49.47689468091057,104.88416578108395,49.86099893730075,1,40.0,0.0,0.0,0.0,20.0,20.0,18.333333333333332,0.0,100.0,20.0
83.67513874129176,80.15249734325187,49.169843694651085,53.63049946865037,34.307499620464554,1,146.0,130.0,0.0,79.0,41.0,80.0,119.75,0.0,191.0,10.0
81.6839187753109,109.30499468650372,48.76603087305674,57.32624867162593,72.57624867162593,1,480.0,400.0,400.0,680.0,520.0,560.0,520.0,400.0,680.0,560.0
94.27118407069746,114.65249734325187,53.982704027413305,122.52541622387531,93.66312433581297,1,0.0,0.0,0.0,20.0,20.0,20.0,8.333333333333334,0.0,20.0,20.0
92.36679473555137,109.30499468650372,53.639444390772766,60.15249734325186,20.922777187389304,1,0.0,0.0,0.0,0.0,0.0,20.0,48.333333333333336,0.0,180.0,0.0
90.05762486716259,184.65249734325187,53.10304994686504,114.63884574511567,85.47833274294486,1,20.0,40.0,40.0,40.0,20.0,40.0,38.333333333333336,20.0,60.0,20.0
88.34890230942692,145.15249734325187,52.7752969770941,49.664090426045796,32.68699964576692,1,70.0,90.0,120.0,80.0,40.0,140.0,63.333333333333336,0.0,140.0,61.0
87.69773796872627,109.30499468650372,49.76833156216791,54.65249734325186,43.66312433581297,1,100.0,150.0,100.0,50.0,50.0,100.0,104.08333333333333,50.0,199.0,0.0
85.6582556903838,94.65249734325187,52.85593132045592,94.88416578108395,136.60874955720865,1,0.0,0.0,0.0,180.0,380.0,40.0,200.0,0.0,480.0,0.0
83.711477151966,63.101664895501244,52.342766938703924,54.65249734325186,126.10038420665413,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.85122210414453,109.30499468650372,51.83947110275484,62.32624867162593,54.65249734325186,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.07184771057617,61.86099893730075,51.34576185415718,109.30499468650372,38.23916637147243,1,59.0,60.0,40.0,40.0,50.0,60.0,39.083333333333336,0.0,60.0,40.0
79.21925520609582,58.217499114417286,51.23872636496702,50.101664895501244,38.33184182560546,1,40.0,40.0,60.0,60.0,40.0,20.0,30.0,0.0,60.0,40.0
78.40218738930216,55.6149992409291,51.133691539126204,92.75785638378625,38.41524973432519,1,60.0,60.0,120.0,80.0,140.0,135.0,79.16666666666667,0.0,160.0,100.0
78.84295907523476,54.65249734325186,51.58615735820837,36.43499822883457,117.09321390617883,1,60.0,60.0,80.0,60.0,40.0,100.0,51.666666666666664,0.0,120.0,0.0
77.26609989373007,109.30499468650372,37.32624867162593,109.30499468650372,38.81166607627819,1,0.0,0.0,0.0,0.0,50.0,0.0,4.166666666666667,0.0,50.0,0.0
75.75107832718635,54.65249734325186,51.11288985950921,27.32624867162593,54.65249734325186,1,6.0,3.0,4.0,4.0,7.0,3.0,3.5833333333333335,1.0,7.0,4.0
74.37124989781738,54.65249734325186,50.6845908607864,93.66312433581297,36.43499822883457,1,120.0,0.0,0.0,0.0,80.0,60.0,147.58333333333334,0.0,379.0,100.0
74.85481122050007,109.30499468650372,51.12887382600454,54.65249734325186,109.28699964576691,1,40.0,40.0,60.0,0.0,0.0,0.0,81.25,0.0,280.0,0.0
73.46861101271303,109.30499468650372,50.67236602398664,109.30499468650372,102.45656216790648,1,60.0,40.0,80.0,60.0,60.0,0.0,75.0,0.0,165.0,0.0
72.13281808520915,61.32928495521482,50.22393800607526,74.65249734325187,41.34785688983351,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.84473204797328,53.66312433581297,49.78337714637284,107.87892819189312,39.468408849386535,1,0.0,1.0,50.0,20.0,20.0,20.0,14.25,0.0,50.0,0.0
69.60184201204392,47.70055496516708,49.35047821466525,81.32928495521482,37.75239107332625,1,100.0,0.0,80.0,80.0,40.0,60.0,40.0,0.0,100.0,20.0
68.74663783942248,84.65249734325187,49.09745685074572,84.65249734325187,78.93049946865037,1,20.0,0.0,0.0,0.0,0.0,0.0,11.583333333333334,0.0,60.0,60.0
109.30499468650372,68.63135405596883,49.19064098022653,43.11863588059125,38.18642781235768,1,10.0,5.0,10.0,5.0,5.0,0.0,8.75,0.0,25.0,10.0
59.65249734325186,67.43479580992864,48.858516904122915,94.36722163183374,83.10166489550124,1,60.0,1.0,40.0,41.0,21.0,40.0,25.583333333333332,0.0,60.0,1.0
40.10166489550124,109.30499468650372,48.4563444931639,54.65249734325186,74.65249734325187,1,80.0,120.0,80.0,80.0,20.0,60.0,40.0,0.0,120.0,20.0
35.07624867162593,109.30499468650372,48.2192082890542,22.660998937300743,37.76833156216791,1,5.0,5.0,2.0,10.0,0.0,3.0,6.0,0.0,25.0,3.0
28.660998937300747,59.76833156216791,47.8454958238554,36.43499822883457,56.43499822883458,1,0.0,0.0,0.0,0.0,100.0,140.0,118.33333333333333,0.0,280.0,240.0
63.88416578108396,109.30499468650372,49.420532743332,73.66312433581297,29.07624867162593,1,40.0,49.0,60.0,60.0,55.0,50.0,43.333333333333336,18.0,60.0,36.0
59.90071352664339,109.30499468650372,49.311422721028485,87.32624867162593,102.32624867162593,1,400.0,380.0,360.0,300.0,160.0,20.0,200.0,20.0,400.0,0.0
52.41312433581297,109.30499468650372,48.91374995714923,85.03049946865038,62.57624867162593,1,240.0,40.0,20.0,100.0,60.0,100.0,93.33333333333333,0.0,240.0,100.0
109.30499468650372,109.30499468650372,49.32243995749203,100.68699964576692,77.20954497150034,1,0.0,0.0,0.0,0.0,0.0,80.0,6.666666666666667,0.0,80.0,0.0
54.65249734325186,74.65249734325187,48.93099202132146,94.39406216790648,70.77541622387531,1,400.0,0.0,300.0,0.0,0.0,263.0,165.08333333333334,0.0,618.0,8.0
39.10166489550124,109.30499468650372,48.60870074556302,89.31205851097081,65.94653805280798,1,0.0,0.0,0.0,0.0,0.0,20.0,1.6666666666666667,0.0,20.0,0.0
29.32624867162593,109.30499468650372,48.22894527098831,69.47833274294486,64.65249734325187,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.30499468650372,66.10609989373008,47.855077478189955,84.35027748258354,59.65249734325186,1,0.0,0.0,0.0,0.0,0.0,20.0,1.6666666666666667,0.0,20.0,0.0
54.65249734325186,64.8099018565981,47.48696149758849,40.35874955720865,39.76833156216791,1,90.0,100.0,95.0,70.0,50.0,120.0,82.08333333333333,50.0,120.0,50.0
53.101664895501244,64.52509605166352,47.5061449976069,64.65249734325187,42.32624867162593,1,4.0,0.0,20.0,0.0,20.0,60.0,8.666666666666666,0.0,60.0,20.0
109.30499468650372,63.68499989974535,47.29776511126139,76.43499822883457,28.130499468650374,1,5.0,19.0,15.0,0.0,0.0,0.0,13.333333333333334,0.0,30.0,0.0
54.65249734325186,62.505648049750064,46.94214281719176,52.43499822883458,34.66312433581297,1,184.0,46.0,70.0,100.0,20.0,92.0,90.33333333333333,20.0,184.0,13.0
40.76833156216791,61.60554535793643,46.688843243929135,77.32624867162593,109.30499468650372,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
